"ID","Site","Length","Width","Thickness","Other.typologies","Angle.1","Angle.2","Angle.3","Angle.4","Angle.5","Bow","Area","Long.base","Short.base","Campaign","Layer","Colour","Distal.side.length","Proximal.side.length","Date","Date.BP","Calibrated.date","Sd.Date.BP","Direction.bow","Direction.short.base","Direction.distal.side","Direction.proximal.side","Excavated.by","Extension.bow","Extension.short.base","Extension.distal.side","Extension.proximal.side","Phase","Reliability","Broad.Shape","Type.Fortea","Type.Garcia.Puchol","Type.Juan.Cabanilles","Original.museum.ID","Location.museum.ID","Inclination.bow","Inclination.short.base","Inclination.distal.side","Inclination.proximal.side","Shape.Proximal","Reliability.proximal","Shape.distal","Reliability.distal","Shape.short.base","Reliability.short.base","Shape.bow","Reliability.bow","Raw.material","Microburin","Archaeological.level","Comments","Outline.vertex","Orientation","Grid","Residual.retouch","Sector","Symmetry","Sub.grid","Location","X","Y","Z","Vertex","X_geo","Y_geo","Z_geo","rel","Label.Fortea"
815,"Cueva de la Cocina","2.13","1.07","0.23","","45.17","60.1","126.44","128.28","0","0","1.28","2.11","0.53",1941,11,"Blanc","1.11","1.47","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","164",120127,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
816,"Cueva de la Cocina","1.77","1.02","0.22","","43.45","60.03","152.45","104.07","0","0","0.84","1.79","0.38",1941,11,"Salmo","1.09","1.22","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","164",120127,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau pronunciat","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","Si","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
817,"Cueva de la Cocina","2.31","0.91","0.18","","35.99","43.92","140.76","139.32","0","0","1.14","2.3","0.38",1941,11,"Salmo","1.13","1.37","04.04.2018",7415,"8306-8187",35,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","164",120127,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex Rubefactat","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G2"
819,"Cueva de la Cocina","1.85","1.2","0.21","","50.08","50.54","0","0","79.38","0","1.26","1.85","0",1941,11,"Salmo","1.45","1.46","04.04.2018",7415,"8306-8187",35,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","A1","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","163",120127,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Rectilini regular","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","Si","","SIP",NA,NA,"","Si","","","",100,"G9"
821,"Cueva de la Cocina","2.17","0.81","0.16","","44.83","42.38","126.73","146.06","0","0","1.09","2.18","0.62",1941,12,"Rosa","1.05","1.13","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","288",120145,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau suau alt","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","Si","","SIP",NA,NA,"","Taprezoidal","","","",100,"G2"
822,"Cueva de la Cocina","1.65","0.68","0.22","","43.64","54.37","138.97","123.01","0","0","0.73","1.67","0.56",1941,12,"Blanc","0.79","0.9","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G2. Trapecio simetrico","TRa 9.1.1 Trapecio simetrico","G5. Trapecio simetrico","289",120145,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini regular","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G2"
823,"Cueva de la Cocina","1.68","0.95","0.38","","49.32","55.48","140.94","114.27","0","0","0.84","1.79","0.46",1941,12,"Melat","1.1","1.09","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","99.91","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","299",120145,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",99.91,"G7"
824,"Cueva de la Cocina","1.64","0.79","0.2","","38.57","54.7","136.9","129.83","0","0","0.75","1.65","0.29",1941,12,"Blanc","0.84","1.13","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","287",120145,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Co

ncau suau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
825,"Cueva de la Cocina","1.61","0.89","0.14","","66.01","37.39","116.38","140.22","0","0","0.84","1.74","0.29",1941,12,"Rosa","1.37","0.89","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","98.38","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","291",120145,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Rectilini regular","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",98.38,"G6"
826,"Cueva de la Cocina","1.76","0.99","0.25","","59.95","40.23","126.28","133.54","0","0","1.02","2.09","0.5",1941,12,"Blanc","1.43","1","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A1","96.14","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","290",120145,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.14,"G7"
827,"Cueva de la Cocina","1.06","1.16","0.2","","78.37","61.52","90","130.11","0","0","0.61","1.06","0.23",1941,13,"Rosa","1.26","1.18","05.04.2018",7905,"8847-8609",40,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","A0","96.91","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","553",120130,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex alt","Incomplet","Part trencada","Incomplet","No escau","No escau","Silex","No","","Encara que es dedueix un trapeci, no es pot saber amb seguretat perque
 te el ve
rtex trencat",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.91,"G7"
828,"Cueva de la Cocina","1.37","0.79","0.23","","61.54","41.22","109.69","147.55","0","0","0.68","1.65","0.53",1941,NA,"Gris","0.98","0.83","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","95.17","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","No en te",120147,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau","Incomplet","Inexistent","Complet","No escau","No escau","Silex Jurassic","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",95.17,"G7"
831,"Cueva de la Cocina","1.65","0.96","0.18","","50.22","42.33","0","0","87.45","0","0.66","1.77","0",1941,NA,"Melat","1.36","1.19","05.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","98.58","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","96",120148,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Co

ncau","Incomplet","No escau","No escau","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Pedunculat punta","","","",98.58,"G18"
832,"Cueva de la Cocina","1.89","0.91","0.24","","37.69","34.14","0","0","108.17","0","0.85","2.31","0",1941,NA,"Rosa","1.49","1.36","05.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","96.82","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","95",120148,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Co

ncau pronunciat","Incomplet","No escau","No escau","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Pedunculat arrodonit","","","",96.82,"G18"
833,"Cueva de la Cocina","1.72","0.65","0.23","","44.54","25.93","0","0","109.52","0","0.6","1.75","0",1941,NA,"Melat","1.3","0.81","05.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","108",120148,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Pedunculat arrodonit","","","",100,"G18"
834,"Cueva de la Cocina","1.87","0.83","0.15","","41.7","31.12","0","0","107.18","0","0.76","1.87","0",1941,NA,"Melat","1.3","1.01","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","98",120148,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau pronunciat","Complet","No escau","No escau","No escau","No escau","Silex Rubefactat","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Pedunculat quadrat","","","",100,"G7"
835,"Cueva de la Cocina","1.82","0.72","0.16","","38.9","29.07","0","0","112.03","0","0.58","2.05","0",1941,NA,"Melat","1.39","1.07","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","97.5","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","108",120148,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Co

ncau","Incomplet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Pedunculat quadrat","","","",97.5,"G7"
839,"Cueva de la Cocina","1.1","0.96","0.22","","67.19","55.02","118.29","119.5","0","0","0.6","1.3","0.27",1941,NA,"Melat","1.13","0.98","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","96.21","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","105",120148,"No escau","Inexistent","Abrupte","Abrupte","Concau","Incomplet","Co

ncau suau","Incomplet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",96.21,"G7"
840,"Cueva de la Cocina","1.48","0.81","0.19","","48.18","51.19","126.78","133.85","0","0","0.77","1.5","0.54",1941,NA,"Gris","0.7","0.79","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","103",120148,"No escau","Inexistent","Abrupte","Abrupte","Rectilini","Complet","Rectilini desplaçat","Complet","Inexistent","Complet","No escau","No escau","Silex Jurassic","No","","",NA,"Esquerra","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
841,"Cueva de la Cocina","1.42","0.72","0.18","","37.73","80.04","134.47","107.76","0","0","0.58","1.42","0.43",1941,NA,"Blanc","0.64","1.13","05.04.2018",NA,"",NA,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","","100","Trapezi","G4. Trapecio rectangulo","TRa 9.1.3 Trapecio rectangulo","G11. Trapecio rectangulo con lado menor rectilineo o concavo","106",120148,"No escau","Inexistent","Abrupte","Abrupte","Concau pronunciat","Complet","Rectilini recte","Complet","Inexistent","Complet","No escau","No escau","Silex Jurassic","No","","",NA,"Dreta","","No","Principal","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G4"
843,"Cueva de la Cocina","2.35","0.6","0.22","","24.36","47.28","0","0","0","2.66","0.89","2.37","0",1945,4,"Gris","1.09","1.51","10.04.2018",NA,"",NA,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","C2","100","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","No en te",120853,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex","No escau","Convex","No escau","Suau dreta","Complet","Silex de Puta Mare","No","","",NA,"Dreta","","No","EI","No","","SIP",NA,NA,"","Segmentoide","","","",100,"G1"
844,"Cueva de la Cocina","2.12","0.81","0.22","","29.29","34.18","0","0","116.54","0","0.84","2.4","0",1945,4,"Gris","1.32","1.51","10.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","C2","96.77","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","No en te",120853,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Co

ncau pronunciat","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","EI","No","","SIP",NA,NA,"","Pedunculat arrodonit","","","",96.77,"G18"
847,"Cueva de la Cocina","1.48","0.54","0.25","","37.96","34.28","0","0","107.76","0","0.42","1.49","0",1945,5,"Gris","0.97","0.88","10.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","C1","100","Triangle","G9. Triangulo isosceles","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","2650",120855,"No escau","No escau","Abrupte","Abrupte","Rectilini","Complet","Co

ncau suau","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","EI","No","","SIP",NA,NA,"","Si","","","",100,"G9"
850,"Cueva de la Cocina","1.84","0.45","0.17","","22.71","16.87","0","0","0","2.22","0.61","2.12","0",1945,5,"Blanc","1.24","0.98","10.04.2018",NA,"",NA,"No escau","Alternant","Alternant","Alternant","Pericot","No escau","Continu","Continu","Continu","C1","97.29","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","Il.legible",120855,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex","No escau","Convex","No escau","Centrat suau","Incomplet","Silex","No","","",NA,"Esquerra","","No","EI","No","","SIP",NA,NA,"","Segmentoide","","","",97.29,"G1"
854,"Cueva de la Cocina","1.86","0.72","0.2","","32.23","38.4","0","0","109.37","0","0.78","1.85","0",1945,6,"Gris","1.05","1.22","10.04.2018",6840,"7708-7614",50,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","B3","100","Trapezi","G6. Trapecio con dos lados concavos","TRa 9.1.5 Trapecio con dos lados concavos","G8. Trapecio con lado(s) concavo(s)","2673",120857,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex","Complet","No escau","No escau","No escau","No escau","Silex Jurassic","No","","",NA,"Esquerra","","No","EI","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G7"
856,"Cueva de la Cocina","1.91","0.7","0.21","","27.22","26.41","0","0","126.36","0","0.71","2.08","0",1945,6,"Gris","1.18","1.15","10.04.2018",6840,"7708-7614",50,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","B3","98.97","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","2678",120857,"No escau","No escau","Abrupte","Abrupte","Concau","Incomplet","Co

ncau pronunciat","Complet","No escau","No escau","No escau","No escau","Silex Jurassic","No","","",NA,"Esquerra","","No","EI","Si","","SIP",NA,NA,"","Pedunculat punta","","","",98.97,"G18"
864,"Cueva de la Cocina","1.37","0.79","0.15","","42.96","51.7","171.83","93.51","0","0","0.57","1.36","0.2",1945,6,"Variat","0.91","0.88","10.04.2018",6840,"7708-7614",50,"No escau","Inexistent","Directa","Directa","Pericot","No escau","Inexistent","Continu","Continu","B3","100","Trapezi","G5. Trapecio con un lado concavo","TRa 9.1.4 Trapecio con un lado concavo","G8. Trapecio con lado(s) concavo(s)","2673",120857,"No escau","Inexistent","Abrupte","Abrupte","Concau","Complet","Convex suau","Complet","Inexistent","Complet","No escau","No escau","Silex","No","","",NA,"Dreta","","No","EI","No","","SIP",NA,NA,"","Taprezoidal","","","",100,"G6"
868,"Cueva de la Cocina","1.79","0.49","0.22","","35.4","32.24","0","0","0","2.26","0.61","2.01","0",1945,6,"Blanc","1.06","1.17","10.04.2018",6840,"7708-7614",50,"No escau","Directa","Directa","Directa","Pericot","No escau","Continu","Continu","Continu","B3","98.22","Segment","G1. Segmento o media Luna","Sa 9.5 Segmento de retoque abrupto","G1. Segmento de retoque abrupto","2673",120857,"No escau","Abrupte","Abrupte","Abrupte","Convex","No escau","Convex suau","No escau","Convex","No escau","Centrat suau","Incomplet","Silex","No","","",NA,"Esquerra","","No","EI","Si","","SIP",NA,NA,"","Segmentoide","","","",98.22,"G1"
869,"Cueva de la Cocina","1.8","0.96","0.2","","43.25","44.44","0","0","92.31","0","0.84","1.79","0",1945,7,"Marro

","1.23","1.26","10.04.2018",NA,"",NA,"No escau","No escau","Directa","Directa","Pericot","No escau","No escau","Continu","Continu","B2","100","Triangle","G18. Triangulo con dos lados concavos (tipo Cocina)","Ta 9.3.1 Triangulo isosceles","G3. Triangulo de retoque abrupto","2923",120860,"No escau","No escau","Abrupte","Abrupte","Concau","Complet","Co

ncau","Complet","No escau","No escau","No escau","No escau","Silex","No","","",NA,"Esquerra","","No","EI","Si","","SIP",NA,NA,"","Pedunculat punta","","","",100,"G18"
